card_description_id,card_id,subject_id,card_subject_description
177,36,2,"King of Cups có thể là lời nhắc nhở bạn cần đối mặt với những khó khăn về tài chính. Đừng né tránh thực tại hoàn cảnh tài chính của bạn. Đồng thời lá bài cũng có thể hàm ý rằng bạn nênsống phóng khoáng trong một số trường hợp bất kể tình cảnh tài chính đang được thắt chặt. Cho dù bạn có gặp khó khăn về tài chính đến mức nào đi nữa, thì vẫn luôn có những thứ chắc chắn bạn có thể và nên chia sẻ với người khác, ngay cả khi nó chỉ là một đồ vật hoặc chút ít thời gian của bạn. Điều này thường giúp đem lại nhiều sự thịnh vượng hơn cho cuộc sống của bạn. Hãy cho đi sự tử tế và lòng trắc ẩn, và luôn nhớ rằng “gieo nhân nào gặt quả ấy”. Bên cạnh đó, đừng ngần ngại yêu cầu giúp đỡ nếu bạn thật sự cần."
178,36,3,"Với những câu hỏi về tình yêu, khi lá King này xuất hiện, những tin tức nhận được sẽ rất tốt. Có một vài lá bài mang ý nghĩa yêu thương hơn King of Cups. Nếu bạn đang tìm kiếm tình yêu, lá bài này hàm ý một ai đó rất cân bằng và tình yêu sẽ sớm được dẫn dắt theo hướng của bạn. Lá King là tin mừng về tình yêu."
179,36,4,"Trong bối cảnh công việc, lá bài này thường chỉ một ông chủ hoặc một người đồng nghiệp rất tốt trong nhóm của bạn. Đừng ngần ngại yêu cầu anh ta hỗ trợ bạn nếu bạn thấy cần. Nếu bạn đang tự hỏi người khác cảm thấy như thế nào về bạn trong công việc khi lá bài King này xuất hiện, hãy yên tâm rằng họ đánh giá cao và tôn trọng bạn và công việc của bạn. Nhiều thứ có thể đang được cải thiện khi lá King này xuất hiện."
180,36,5,"Về tinh thần, King có thể là bề nổi của điều gì đó đang có mâu thuẫn, vì ông ta kết nối những phẩm chất chung của tính nữ về lòng trắc ẩn, tình yêu và mối quan tâm, với năng lượng tính nam của hành động, sự hoàn thành và nhận thức sáng suốt. Hãy suy niệm kỹ lưỡng về những sự kết hợp này, và hành động dựa theo đó. Bạn có thể tích cực thể hiện lòng trắc ẩn như thế nào? Làm cách nào bạn có thể bày tỏ lòng yêu thương mà vẫn tạo được giới hạn? Hãy bắt đầu tạo ranh giới cho chính bản thân mình trước khi bạn xem xét áp dụng ranh giới ấy cho người khác. “Suy nghẫm bằng cách đi lại” sẽ rất tốt và mang lại sự hiểu biết sâu sắc, đó là lời khuyên cho bạn khi lá King of Cups xuất hiện."
181,37,1,"Đây là lúc tốt nhất để thử nghiệm một phương pháp chăm sóc sức khỏe cho bản thân nhất là mảng chăm sóc phòng ngừa. Tập thể dục, ăn uống lành mạnh và đảm bảo rằng bạn ngủ đủ giấc cũng là những phương pháp thông thường mà bạn có thể áp dụng. Bạn có thể tìm thấy được nhiều thông tin bổ ích về sức khỏe. Đừng ngại xem xét thử áp dụng những ý kiến mới về chăm sóc sức khỏe, nếu bạn thấy cần thiết. Nhìn chung, tình trạng sức khỏe của bản thân bạn đang khá hứa hẹn đấy."
182,37,2,Tiền bạc có vẻ đang dư dả đối với bạn khi bạn rút được lá bài này. Bạn sẽ có thể trả hết các khoản nợ nếu có và có điều kiện chia sẽ sự đủ đầy về tài chính của mình với những người kém may mắn hơn bạn. Tuy vậy thì đây không phải là lúc để tiêu xài hết mọi thứ bạn có đâu. Hãy luôn nghĩ đến khả năng “cháy túi” trong tương lai.   
183,37,3,"Nếu bạn đang có một mối quan hệ tình cảm mà hai bên đã hứa hẹn với nhau về tương lai, vậy thì đây là thời điểm mối quan hệ đó có thể đạt đến tầm cao mới trong không bao lâu nữa. Nếu bạn vẫn đang tìm kiếm tình yêu cuộc đời, vậy thì đã đến lúc bước ra ngoài và gặp gỡ mọi người, tìm kiếm những khởi đầu mới đầy hứa hẹn về khả năng trở thành tình yêu của bạn. Hãy sẵn sàng. Hãy nghĩ tích cực. Hãy tận hưởng niềm vui."
184,37,4,"Có thể bạn sẽ chuyển công tác sang một vị trí khác, hoặc tiếp nhận những trách nhiệm mới. Nếu bạn đang phân vân xem có nên rời bỏ công việc hiện tại hay không thì đây là một lá bài mang tính khuyến khích đầy tích cực. Sự lựa chọn vị trí công việc mới cũng có thể sẽ xuất hiện dù cho bạn có đang tìm kiếm hay không. Dù sao nhìn chung thì đây vẫn là tin tức tốt."
185,37,5,"Hãy thử những phương pháp ổn định tinh thần mới mẻ. Đi thăm viếng một nơi thờ tự khác, và nếu bạn luôn giữ quan điểm cá nhân về lĩnh vực tinh thần thì hãy thử tìm đến những người có cùng suy nghĩ như bạn."
186,38,1,"Bạn cần phải cân bằng các nỗ lực dành cho sức khỏe với trách nhiệm bản thân trong đời sống cá nhân và trách nhiệm trong công việc chuyên môn. Hãy đảm bảo rằng bạn dành thời gian cho cuộc sống của chính bản thân, nghỉ ngơi phù hợp, thư giãn, và chữa bệnh. Nếu bạn xếp bản thân mình dưới cùng trong danh sách những điều cần dành thời gian chăm sóc thì chắc chắn tình trạng sức khỏa của bạn sẽ trở nên tồi tệ. Hãy bắt đầu ngay. Cần nhớ rằng mục tiêu của bạn là tiến triển dần dần chứ không phải là ngay lập tức trở nên hoàn hảo."
187,38,2,"Hãy chú ý đến kết quả. Hãy đảm bảo rằng bạn hiểu rõ tình hình tài chính của bản thân. Có thể bạn cần tạo cho mọi thứ sự cân bằng, ví dụ như tiêu xài bớt đi hay dành ra nhiều tiên hơn để lo cho nguồn tài chính cá nhân trong tương lai. Đây là thời điểm tốt để đầu tư (một cách khôn ngoan). Nhưng đây không nhất thiết phải là thời điểm tốt để tiêu xài hay đầu cơ.   "
188,38,3,"Nếu bạn hiện tại đang trong một mối quan hệ tình cảm mà hai bên đã hứa hẹn cùng nhau, thì có khả năng bạn và người yêu nhiều khả năng đang gặp chút rắc rối trong việc dành thời gian và sức khỏe cho nhau. Hãy đảm bảo rằng mối quan hệ của các bạn vẫn luôn được duy trì ở mức độ ưu tiên cao trong cuộc sống hàng ngày; nếu không thì người ấy sẽ không còn ở đó khi bạn quay lại tìm đâu. Còn nếu như bạn đang tìm kiếm tình yêu thì đừng tự huyễn hoặc bản thân rằng bạn đã sẵn sàng nếu thật sự bạn vẫn chưa hề sẵn sáng cho một mối quan hệ nghiêm túc. Bạn không cần phải là một người hoàn hảo ngay từ đầu nhưng bạn sẽ cần phải sẵn sàng dành thời gian, không gian và sức khỏe cho sự lãng mạn của tình yêu."
189,38,4,"Có thể đây là lúc bạn cần xem xét việc chấp nhận rủi ro. Bạn có thể giới hạn cơ hội hay chọn lựa mà bạn muốn đón nhận, nhưng bạn không thể hoàn toàn tránh được nếu những chọn lựa đó xuất hiện. Đừng rối lên như gà mắc tóc. Hãy dành sự tập trung nhiều nhất vào duy nhất vào hai nhiệm vụ chính.Nếu bạn đang tìm việc, hãy tìm kiếm hai nơi tiềm năng nhất để nộp hồ sơ và chuẩn bị kỹ càng cho buổi phỏng vấn hơn là phân tán cơ hội bằng cách gửi CV đi khắp nơi mà thiếu sự chăm chút và tìm hiểu kỹ về nơi ứng tuyển."
190,38,5,"Những trách nhiệm to lớn có thể làm bạn cảm thấy như thể bạn không có thời gian để lo cho khía cạnh tinh thần của bản thân nữa. Nhưng hãy thử suy nghĩ lại đi. Có thể đúng là bạn không có nhiều thời gian, nhưng thậm chỉ chỉ 5 phút đi bộ giết thời gian để chiêm nghiệm là một lựa chọn tốt, còn hơn là không làm gì. Hãy nhớ rằng bạn phải cung cấp chất dinh dưỡng không những cho cơ thể, tâm trí, mà còn cho cả tinh thần nữa thì mới thật sự cân bằng."
191,39,1,"Sức khỏe của bạn có khuynh hướng được cải thiện một cách tích cực, không phải như một phép lạ, mà đó là kết quả của những gì bạn đang làm để nâng cao sức khỏe bản thân mình. Do vậy, lá bài này xuất hiện trong trải bài sức khỏe chính là dấu hiệu cho thấy bạn đang đi đúng hướng, và hãy tiếp tục duy trì, phát huy nhé."
192,39,2,"Lá bài 3 of Pentacles là một dấu hiệu tốt khi xét đến khía cạnh tiền bạc. Lá bài có thể hàm ý rằng cơ hội của bạn đang tới, cho dù vẫn kèm theo thông điệp cảnh báo rằng bạn vẫn sẽ phải làm nhiệm vụ của bạn. Đây không phải lá bài ám chỉ việc bạn sẽ nhận được “lộc trời cho” nhưng là lá bài về sự trả công và tưởng thưởng công bằng cho những gì bạn làm cũng như cho chất lượng của những việc đã làm đó. Hãy giữ thái độ tích cực, luôn luôn nỗ lực, rồi thì phần thưởng sẽ đến. Mọi thứ sẽ diễn biến tốt đẹp."
193,39,3,"Trong một trải bài về tình yêu, lá 3 of Pentacles cũng là một dấu hiệu tốt. Đặc biệt nếu bạn đã có ai đó để mà yêu thương và quan tâm, thì lá bài này đem lại thông điệp rằng người đó nhìn thấy ở bạn một ánh sáng vô cùng tích cực và rằng bạn là người hội đủ những tiêu chuẩn mà họ đang tìm kiếm, mặc dù tình yêu vẫn chưa phát triển. Vì vậy, hãy kiên nhẫn. Nếu bạn chưa có người yêu nhưng đang tìm kiếm, vậy thì lá bài này cho biết rằng bạn nhiều khả năng sẽ gặp người đó trong quá trình làm việc (của bạn hoặc của họ). Hãy luôn để ý và nhạy bén trong cuộc tìm kiếm này!"
194,39,4,"Lá 3 of Pentacles là một dấu hiệu hết sức tốt đẹp khi nói đến công việc cũng như những câu hỏi về sự nghiệp. Lá bài cho bạn biết rằng những gì bạn làm đang được đánh giá cao và nhìn chung được chú ý khá nhiều. Đó vốn là đặc điểm tôt để bạn phát huy chính mình. Cũng tương tự, nếu bạn đang tìm việc làm, vậy thì lá bài này là dấu hiệu cho biết rằng bạn hoàn toàn có thể kỳ vọng vào sự thành công trong thời gian sắp tới."
195,39,5,"Hãy thử xem xét tìm hiểu những tổ chức, cộng đồng thời xa xưa cũng như những truyền thống cổ xưa, bạn sẽ có thể chiêm nghiệm ra rất nhiều điều đấy. Bạn không nhất thiết phải tham gia vào những tổ chức hay cộng đồng nào đó trừ khi bạn thật sự muốn. Thực tế thì những kiến thức, sự chiêm nghiệm này có thể nhận thấy được đơn giản bằng cách tìm đọc và suy niệm về hệ thống niềm tin của những nơi đó. Hãy tìm hiểu về các nghi lễ trong quá khứ, chúng sẽ giúp bạn đào sâu thêm kiến thức và trải nghiệm tinh thần của bản thân mình."
196,40,1,Lá bài 4 of Pentacles có thể là dấu hiệu nhắc nhở bạn buông bỏ những thói quen sai lầm và dễ gây tổn thương bản thân để có thể tiến về phía trước. Lá bài cũng có thể là lời cảnh báo rằng có những người khác đang cố kìm hãm bạn cũng như gây phương hại đến sức khỏe bạn bằng những cách không đem lại ích lợi gì cho bạn hay cho chính họ. Hãy giúp những người thân của bạn hiểu ra sự thật rằng không phải mọi thứ ta đều có thể kiểm soát hết được. Thiền định và suy ngẫm quanh các chủ đề về sự tự do và thư giãn chính là một liều thuốc hữu hiệu ở thời điểm này.
